id,ACTION
1,0.9421098908386614
2,0.942109890838726
3,0.9421098908388945
4,0.9421098908388066
5,0.9421098908388653
6,0.9421098908388092
7,0.9421098908386509
8,0.9421098908390457
9,0.9421098908385418
10,0.9421098908387356
11,0.9421098908388459
12,0.9421098908386952
13,0.9421098908388267
14,0.9421098908384605
15,0.9421098908387145
16,0.9421098908387313
17,0.9421098908384612
18,0.9421098908386227
19,0.9421098908389481
20,0.9421098908389766
21,0.9421098908390082
22,0.9421098908386791
23,0.9421098908388589
24,0.9421098908387353
25,0.9421098908389779
26,0.9421098908386911
27,0.9421098908387869
28,0.9421098908387625
29,0.9421098908387893
30,0.9421098908385831
31,0.9421098908388127
32,0.9421098908387712
33,0.9421098908388066
34,0.9421098908388478
35,0.9421098908387796
36,0.9421098908388557
37,0.9421098908386957
38,0.942109890838982
39,0.9421098908387913
40,0.9421098908386369
41,0.9421098908385321
42,0.9421098908388502
43,0.9421098908387956
44,0.9421098908388329
45,0.9421098908389138
46,0.9421098908387697
47,0.9421098908389582
48,0.9421098908388401
49,0.9421098908390974
50,0.9421098908388175
51,0.9421098908386919
52,0.9421098908388305
53,0.942109890838685
54,0.9421098908388896
55,0.9421098908389245
56,0.9421098908388635
57,0.9421098908387137
58,0.9421098908389054
59,0.9421098908388474
60,0.9421098908389322
61,0.9421098908388426
62,0.9421098908390021
63,0.9421098908388329
64,0.9421098908389349
65,0.9421098908389992
66,0.9421098908388241
67,0.9421098908387671
68,0.9421098908389626
69,0.9421098908387794
70,0.942109890838471
71,0.9421098908388118
72,0.9421098908388109
73,0.9421098908388993
74,0.9421098908388998
75,0.9421098908388248
76,0.942109890838823
77,0.9421098908389222
78,0.9421098908386616
79,0.9421098908385934
80,0.9421098908389011
81,0.9421098908389692
82,0.942109890838917
83,0.9421098908388452
84,0.9421098908388512
85,0.9421098908388413
86,0.9421098908387818
87,0.9421098908388048
88,0.9421098908388961
89,0.9421098908388723
90,0.9421098908386891
91,0.94210989083877
92,0.942109890838506
93,0.9421098908389385
94,0.9421098908387897
95,0.9421098908388449
96,0.9421098908389367
97,0.9421098908385235
98,0.9421098908388305
99,0.9421098908388337
100,0.942109890838943
101,0.9421098908387829
102,0.9421098908385902
103,0.9421098908388782
104,0.9421098908387158
105,0.94210989083861
106,0.9421098908388144
107,0.9421098908388739
108,0.94210989083881
109,0.9421098908388739
110,0.9421098908388642
111,0.9421098908386273
112,0.9421098908387948
113,0.9421098908387875
114,0.9421098908389682
115,0.9421098908388147
116,0.9421098908386784
117,0.9421098908386519
118,0.9421098908389034
119,0.9421098908390234
120,0.9421098908388312
121,0.9421098908387363
122,0.9421098908389214
123,0.9421098908387056
124,0.9421098908389695
125,0.9421098908388557
126,0.9421098908386207
127,0.9421098908385805
128,0.9421098908386567
129,0.9421098908387676
130,0.9421098908388322
131,0.942109890838834
132,0.9421098908389154
133,0.9421098908388362
134,0.9421098908386242
135,0.9421098908389748
136,0.9421098908387684
137,0.9421098908388571
138,0.9421098908386664
139,0.9421098908387499
140,0.942109890838909
141,0.9421098908389405
142,0.9421098908389192
143,0.9421098908388849
144,0.9421098908388515
145,0.9421098908389189
146,0.9421098908385532
147,0.9421098908384659
148,0.9421098908385948
149,0.9421098908389275
150,0.9421098908387651
151,0.9421098908389562
152,0.9421098908386448
153,0.942109890838879
154,0.9421098908387205
155,0.9421098908388179
156,0.9421098908387501
157,0.9421098908388811
158,0.9421098908388279
159,0.9421098908388053
160,0.9421098908387101
161,0.9421098908386217
162,0.9421098908388723
163,0.9421098908389492
164,0.942109890838806
165,0.9421098908388849
166,0.9421098908389601
167,0.9421098908386758
168,0.9421098908388645
169,0.942109890838757
170,0.9421098908388263
171,0.9421098908388429
172,0.9421098908388182
173,0.942109890838727
174,0.9421098908388185
175,0.942109890838892
176,0.9421098908387987
177,0.9421098908386716
178,0.9421098908387968
