id,ACTION
1,0.8408934798140137
2,0.9946355479586296
3,0.9980423906341438
4,0.9955599666622045
5,0.9996443250580526
6,0.9974789511635932
7,0.8676948835291408
8,0.999993952556623
9,0.5087573887005381
10,0.9178108033583445
11,0.9983782459680861
12,0.929836465997751
13,0.9997858675017448
14,0.03151312382414571
15,0.9371233239117451
16,0.9648942610397185
17,0.01450667492308684
18,0.4790935528849628
19,0.9999385320295894
20,0.9999773992810064
21,0.9999547489188413
22,0.9551445668209119
23,0.9999045434535874
24,0.948012141586636
25,0.9999905608600883
26,0.7714604204541385
27,0.9830597456558822
28,0.9991103471838583
29,0.9944076303758147
30,0.5635486411393534
31,0.9958428986166473
32,0.9911092458092218
33,0.9936309658146435
34,0.997011341224539
35,0.9941132806191425
36,0.9986545870203428
37,0.9565036674767918
38,0.9999209121550853
39,0.9930874783015647
40,0.8669638677903233
41,0.08673195644277765
42,0.999441254675928
43,0.9945173637059637
44,0.9994355530170663
45,0.9998621207710794
46,0.984345547320827
47,0.999820449530173
48,0.9988225937418042
49,0.9999988231444523
50,0.9801911726112102
51,0.7807618087097835
52,0.9953867088379548
53,0.8491396934570647
54,0.9994358994306638
55,0.9999574678987977
56,0.9999616911172355
57,0.9579814507507277
58,0.9986702118227215
59,0.9986260170194922
60,0.9999185254046518
61,0.9997801724692337
62,0.9999565020253885
63,0.9923336136021469
64,0.9997328018883976
65,0.9999026542476385
66,0.9897266696577578
67,0.994188788419919
68,0.9999023160999381
69,0.9905683431225358
70,0.04859219540448152
71,0.9980639525313433
72,0.994816306778522
73,0.9999299567663024
74,0.9992738906361708
75,0.9974225839649591
76,0.9964017346213738
77,0.9996643151433555
78,0.97502476335109
79,0.11293530389778968
80,0.9995620582703542
81,0.9999088907129319
82,0.9993941837899607
83,0.9963162237418044
84,0.9997058880893469
85,0.9967117698435322
86,0.9988361838429635
87,0.9983978707486165
88,0.9995722028270405
89,0.9982863725495374
90,0.8374691999695356
91,0.9779402719322096
92,0.059578871287261706
93,0.9998731203285441
94,0.9984007369388033
95,0.9972047326855034
96,0.9999920705892853
97,0.22950718686733715
98,0.99788175325957
99,0.9914067655483364
100,0.9999710273737367
101,0.9647222034012892
102,0.9332809481513044
103,0.9974491586631654
104,0.9760835870641602
105,0.5108826520928287
106,0.9947943761883363
107,0.9984845929977381
108,0.9967649149915372
109,0.99912853474527
110,0.9981606521319065
111,0.7228775255356704
112,0.9982963676071476
113,0.9826655783489482
114,0.9999395239032408
115,0.9961043971622145
116,0.9204762214263901
117,0.44284161239745157
118,0.9995331499150876
119,0.9999880248781294
120,0.9971847426329301
121,0.7880405053404501
122,0.9998304182483928
123,0.9329927016541574
124,0.9999426686972804
125,0.998324346771477
126,0.5572485585075948
127,0.713351984916684
128,0.8768749566058524
129,0.9997167407578162
130,0.9979912787688461
131,0.9974483276225087
132,0.9999400361430839
133,0.9972932115093249
134,0.5629685922367125
135,0.9999371499531049
136,0.9948453498430908
137,0.995963504798414
138,0.8282256891553418
139,0.9886081645516379
140,0.9998097605833702
141,0.9996165085043116
142,0.9999495517222664
143,0.9989992863474989
144,0.9986579852414803
145,0.9995979954236011
146,0.3560031117617723
147,0.066827968653714
148,0.3454991578284658
149,0.9998029429432391
150,0.9971947383672048
151,0.9999555670425073
152,0.2486235065577716
